,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
672,33,Self-emp-not-inc,246457,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,-139,0,40,United-States,>50K
673,25,State-gov,178044,HS-grad,7,Divorced,?,Own-child,White,Male,-117,5,40,United-States,<=50K
674,26,Local-gov,224222,Masters,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,-138,4,51,United-States,<=50K
675,17,Private,600997,11th,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,-60,6,38,Haiti,>50K
676,35,Private,238402,Bachelors,16,Married-AF-spouse,Other-service,Unmarried,White,Female,-83,5,40,?,<=50K
677,42,Private,135702,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-142,1792,66,United-States,>50K
678,26,?,311201,Assoc-acdm,13,Divorced,Craft-repair,Not-in-family,Other,Male,-117,7,40,United-States,<=50K
679,27,Private,255657,HS-grad,10,Never-married,?,Not-in-family,White,Male,19,0,25,United-States,<=50K
680,31,Self-emp-not-inc,158681,Assoc-acdm,9,Never-married,Tech-support,Not-in-family,Black,Male,40,5,40,United-States,<=50K
681,49,Local-gov,254900,Some-college,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-70,3,40,United-States,<=50K
682,23,Local-gov,260779,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,-86,1,64,United-States,<=50K
683,17,Private,222924,Some-college,10,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,5812,4,40,United-States,<=50K
684,49,?,166297,HS-grad,11,Married-civ-spouse,Exec-managerial,Own-child,Asian-Pac-Islander,Male,-110,2242,40,United-States,<=50K
685,31,Private,172303,Assoc-voc,13,Never-married,Prof-specialty,Own-child,White,Male,60,-2,40,United-States,>50K
686,53,Private,147149,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,2,8,35,United-States,<=50K
687,40,Private,270186,Some-college,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,-15,-1,40,United-States,<=50K
688,32,Private,138625,12th,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-137,1,40,United-States,>50K
689,27,Private,242710,HS-grad,13,Divorced,Craft-repair,Wife,White,Male,-99,-2,40,India,>50K
690,17,Local-gov,314157,Bachelors,14,Married-civ-spouse,Other-service,Not-in-family,White,Female,-52,0,40,United-States,<=50K
691,44,Local-gov,176469,11th,16,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,-139,-2,40,United-States,<=50K
692,51,Private,127704,9th,9,Never-married,Transport-moving,Not-in-family,White,Male,6045,5,40,United-States,<=50K
693,19,Private,123228,Prof-school,11,Divorced,Machine-op-inspct,Not-in-family,Black,Female,-14,0,40,Jamaica,>50K
694,28,Self-emp-not-inc,224847,Assoc-acdm,14,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-43,2569,47,United-States,<=50K
695,40,?,103002,HS-grad,5,Married-civ-spouse,Sales,Husband,White,Female,-553,8,40,United-States,<=50K
696,26,Private,380867,HS-grad,13,Married-civ-spouse,Protective-serv,Wife,White,Male,-94,6,40,United-States,<=50K
697,26,Private,266043,10th,10,Never-married,Other-service,Unmarried,White,Male,-53,1,24,United-States,<=50K
698,30,Self-emp-inc,56302,Masters,9,Never-married,Sales,Own-child,White,Male,-77,3,40,United-States,<=50K
699,38,Private,78991,Masters,10,Married-civ-spouse,?,Wife,White,Male,-109,3,40,United-States,<=50K
700,37,Self-emp-not-inc,200769,HS-grad,9,Separated,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,1906,1,40,United-States,<=50K
701,48,?,198814,10th,14,Never-married,Adm-clerical,Own-child,Other,Male,-141,7,43,United-States,<=50K
702,57,Federal-gov,259966,Some-college,10,Married-civ-spouse,Other-service,Unmarried,White,Male,-142,5,40,United-States,<=50K
703,36,Private,186425,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,3371,5,40,?,<=50K
704,61,?,160793,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,51,4,57,United-States,<=50K
705,29,Private,211226,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,-74,2164,40,United-States,>50K
706,51,Private,38656,HS-grad,10,Married-civ-spouse,Craft-repair,Own-child,Other,Male,-133,-1,40,United-States,<=50K
707,18,Private,225804,10th,7,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-10,2,40,United-States,<=50K
708,42,Self-emp-not-inc,174072,HS-grad,9,Divorced,Adm-clerical,Other-relative,Amer-Indian-Eskimo,Male,-98,6,40,Peru,<=50K
709,44,Without-pay,267873,HS-grad,10,Never-married,Exec-managerial,Not-in-family,White,Male,2163,5,63,United-States,>50K
710,49,Without-pay,233272,HS-grad,10,Never-married,Prof-specialty,Not-in-family,Black,Male,-109,5,32,Mexico,<=50K
711,53,?,203081,Assoc-voc,17,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,5474,7,64,France,<=50K
712,88,Private,304050,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,-1493,1,40,United-States,<=50K
713,24,Self-emp-not-inc,187021,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,12109,7,40,United-States,<=50K
714,38,Self-emp-not-inc,329024,Assoc-acdm,10,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-142,5,49,United-States,<=50K
715,42,Private,256537,11th,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,-80,0,45,United-States,<=50K
716,84,Private,305666,Assoc-voc,9,Married-civ-spouse,Transport-moving,Husband,White,Female,5864,5,40,?,>50K
717,18,Private,133729,1st-4th,10,Widowed,Adm-clerical,Own-child,White,Female,-97,4,62,United-States,<=50K
718,42,Local-gov,341766,Some-college,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,-55,0,57,Mexico,<=50K
719,34,Private,148824,Assoc-acdm,8,Married-civ-spouse,Protective-serv,Own-child,White,Male,5801,8,40,United-States,>50K
720,47,Self-emp-not-inc,122790,HS-grad,17,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,-150,3,40,India,>50K
721,35,Private,210561,HS-grad,13,Married-civ-spouse,?,Unmarried,White,Male,-80,5,40,India,>50K
722,18,Federal-gov,233425,HS-grad,7,Married-civ-spouse,Handlers-cleaners,Unmarried,White,Male,-28,2,40,United-States,<=50K
723,45,Local-gov,57562,HS-grad,10,Married-civ-spouse,Protective-serv,Not-in-family,White,Female,-86,5,31,United-States,<=50K
724,69,Private,252657,HS-grad,10,Separated,Adm-clerical,Wife,White,Male,-124,-3,52,El-Salvador,<=50K
725,38,Private,128586,HS-grad,10,Married-civ-spouse,Sales,Own-child,White,Male,-54,-2,26,United-States,<=50K
726,53,Self-emp-not-inc,142202,5th-6th,11,Married-civ-spouse,Exec-managerial,Unmarried,White,Female,-124,3,40,United-States,<=50K
727,43,Private,55838,HS-grad,10,Married-civ-spouse,Craft-repair,Own-child,White,Female,-86,2,40,United-States,<=50K
728,51,Federal-gov,217317,HS-grad,10,Divorced,Adm-clerical,Unmarried,White,Female,10,4,40,United-States,<=50K
729,27,?,171247,Some-college,10,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-150,4,52,United-States,>50K
730,49,Federal-gov,69761,HS-grad,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,-120,4,40,United-States,<=50K
731,35,Private,202154,Some-college,13,Married-civ-spouse,Sales,Own-child,White,Female,-29,3,24,United-States,<=50K
732,46,Private,24432,HS-grad,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-147,3,40,United-States,<=50K
733,41,Private,242686,Assoc-voc,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,-132,0,40,United-States,<=50K
734,34,Private,132200,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,-103,4,40,United-States,<=50K
735,42,Private,122300,Some-college,13,Separated,?,Own-child,White,Male,-73,4,24,United-States,<=50K
736,40,Self-emp-not-inc,379839,Doctorate,10,Never-married,Other-service,Unmarried,White,Male,-87,0,22,?,>50K
737,37,Private,333748,HS-grad,11,Married-civ-spouse,Sales,Husband,White,Male,-78,-6,40,United-States,>50K
738,30,Federal-gov,173117,Some-college,13,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-123,4,40,United-States,>50K
739,40,Private,190060,HS-grad,9,Married-civ-spouse,Transport-moving,Unmarried,White,Male,-1337,6,60,England,>50K
740,44,Private,244183,Some-college,14,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,-41,0,51,Thailand,<=50K
741,22,Private,252121,Bachelors,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-133,1,40,?,>50K
742,40,Self-emp-not-inc,328041,HS-grad,10,Married-civ-spouse,Other-service,Own-child,Black,Female,-36,0,63,United-States,<=50K
743,88,Self-emp-inc,368037,HS-grad,9,Separated,Farming-fishing,Not-in-family,White,Male,-97,4,40,United-States,>50K
744,55,Private,73963,Some-college,9,Married-civ-spouse,Sales,Husband,White,Female,-158,3,40,United-States,<=50K
745,18,Private,132830,11th,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,-93,5,51,United-States,<=50K
746,25,Private,160483,HS-grad,11,Married-civ-spouse,Transport-moving,Own-child,White,Male,-84,1,31,United-States,<=50K
747,53,Private,167786,HS-grad,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,-43,0,23,United-States,<=50K
748,54,Private,223301,9th,13,Married-civ-spouse,Transport-moving,Unmarried,White,Female,-113,4,37,United-States,>50K
749,26,Private,68296,Bachelors,9,Divorced,Adm-clerical,Not-in-family,Black,Male,-2,-3,40,United-States,<=50K
750,40,Self-emp-inc,178239,HS-grad,10,Never-married,Other-service,Own-child,White,Male,-84,3374,40,United-States,<=50K
751,27,Private,135238,Assoc-acdm,13,Widowed,Adm-clerical,Husband,White,Female,6536,4,40,United-States,<=50K
752,60,Self-emp-not-inc,231069,Assoc-voc,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,-134,2,40,Holand-Netherlands,<=50K
753,35,Self-emp-inc,136314,Masters,5,Separated,?,Husband,White,Male,-63,4,29,United-States,>50K
754,19,Self-emp-not-inc,295314,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-117,5,50,United-States,>50K
755,18,Private,60164,Some-college,10,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,-40,0,40,United-States,>50K
756,38,Private,357133,HS-grad,10,Married-civ-spouse,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,-16,1,40,United-States,<=50K
757,32,Self-emp-inc,45996,Some-college,9,Divorced,Transport-moving,Own-child,White,Male,24,4,40,United-States,<=50K
758,35,Private,53533,12th,14,Married-civ-spouse,Transport-moving,Wife,White,Male,-38,1,40,United-States,>50K
759,67,Private,388341,HS-grad,14,Married-civ-spouse,Prof-specialty,Unmarried,White,Male,-117,2,22,United-States,<=50K
760,42,Private,207888,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Own-child,Black,Male,13,0,84,Cuba,>50K
761,49,Private,167644,Bachelors,9,Married-civ-spouse,Craft-repair,Husband,White,Female,-126,-2,40,United-States,<=50K
762,53,Private,62279,Some-college,13,Married-civ-spouse,Tech-support,Unmarried,White,Male,-144,7,40,United-States,>50K
763,60,Private,101271,Some-college,9,Married-civ-spouse,Priv-house-serv,Not-in-family,White,Male,-62,7,40,Scotland,<=50K
764,30,Private,27714,HS-grad,10,Married-civ-spouse,Adm-clerical,Unmarried,White,Male,-110,2,40,United-States,<=50K
765,19,Private,118595,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-13,0,40,South,<=50K
766,44,Private,256721,HS-grad,12,Never-married,Adm-clerical,Own-child,Black,Male,-45,2433,40,United-States,<=50K
767,75,Private,168949,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-117,7,40,United-States,<=50K
768,46,Local-gov,166352,HS-grad,10,Married-civ-spouse,Sales,Not-in-family,White,Male,-5,-3,50,United-States,<=50K
769,34,Private,295680,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,-48,3,51,United-States,<=50K
770,44,Self-emp-inc,226426,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,-136,3,40,United-States,<=50K
771,30,Private,12193,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,Black,Female,-62,1,93,United-States,<=50K
772,18,State-gov,192887,HS-grad,10,Divorced,Craft-repair,Unmarried,White,Male,-90,5,18,United-States,>50K
773,20,Private,67638,Doctorate,9,Married-civ-spouse,Other-service,Not-in-family,White,Male,-109,4,40,United-States,>50K
774,23,Private,164985,11th,10,Married-AF-spouse,Machine-op-inspct,Not-in-family,White,Male,-115,5,40,United-States,<=50K
775,64,Self-emp-not-inc,327118,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,-153,7,40,Haiti,<=50K
776,21,Private,248612,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,-88,-4,58,United-States,<=50K
777,41,Private,241039,Masters,17,Separated,Craft-repair,Husband,White,Male,-115,0,31,United-States,>50K
778,51,Self-emp-not-inc,236620,Assoc-acdm,16,Never-married,Handlers-cleaners,Not-in-family,Other,Male,-12,-2,50,United-States,<=50K
779,26,Private,177855,Bachelors,10,Married-civ-spouse,Craft-repair,Own-child,White,Male,-726,2,59,United-States,<=50K
780,74,Private,146713,Assoc-acdm,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,5699,5,40,United-States,<=50K
781,17,Self-emp-not-inc,236594,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,-134,4,40,United-States,>50K
782,33,Federal-gov,218996,Bachelors,13,Widowed,Other-service,Husband,White,Male,-136,4,40,United-States,>50K
783,60,Private,182984,7th-8th,9,Married-civ-spouse,?,Husband,Black,Female,5939,-2,40,Dominican-Republic,<=50K
784,39,?,381358,HS-grad,9,Never-married,?,Husband,White,Male,-81,5,40,United-States,<=50K
785,46,Private,345316,Doctorate,11,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-1037,5,40,United-States,>50K
786,17,Self-emp-not-inc,91100,HS-grad,17,Married-civ-spouse,Exec-managerial,Wife,White,Female,7918,2,40,United-States,<=50K
787,50,Private,161623,HS-grad,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,-109,1,35,United-States,<=50K
788,34,State-gov,211632,Bachelors,9,Married-civ-spouse,?,Husband,White,Male,-111,3,41,United-States,<=50K
789,23,Private,222026,HS-grad,10,Separated,Transport-moving,Not-in-family,White,Male,3,-5,40,United-States,<=50K
790,29,?,175121,HS-grad,10,Never-married,Adm-clerical,Not-in-family,White,Female,-29,3,40,United-States,<=50K
791,69,Private,277055,Some-college,7,Married-civ-spouse,Transport-moving,Husband,White,Male,-142,-1,40,United-States,>50K
792,50,Private,44550,HS-grad,17,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,-81,-7,50,United-States,<=50K
793,41,Self-emp-inc,36355,HS-grad,9,Separated,Farming-fishing,Wife,White,Male,-20,1,28,United-States,<=50K
794,54,Private,885946,12th,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Female,-129,-1,34,United-States,<=50K
795,29,Private,310590,Some-college,10,Married-civ-spouse,?,Husband,White,Male,-91,2462,40,United-States,>50K
796,41,Private,57678,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-149,7,23,United-States,>50K
797,41,Private,244784,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,-95,-1,52,United-States,<=50K
798,50,Private,106889,Prof-school,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,58,2,35,El-Salvador,<=50K
799,31,Private,179308,Masters,7,Divorced,Sales,Not-in-family,White,Female,-84,2,29,Honduras,>50K
800,83,Private,147860,HS-grad,14,Never-married,?,Husband,Amer-Indian-Eskimo,Male,-73,2,33,United-States,<=50K
801,23,Private,528269,11th,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,-42,2,39,Puerto-Rico,<=50K
802,34,Local-gov,150864,Bachelors,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,214,3,51,United-States,>50K
803,49,Private,285418,Some-college,13,Married-civ-spouse,Transport-moving,Not-in-family,White,Female,-104,6,32,Taiwan,>50K
804,44,Federal-gov,99040,HS-grad,10,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Female,246,2,40,United-States,<=50K
805,31,Local-gov,212991,Masters,9,Married-civ-spouse,Machine-op-inspct,Own-child,White,Female,2,-3,40,United-States,<=50K
806,22,Federal-gov,209832,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,310,-2,40,United-States,<=50K
807,29,Private,220263,Assoc-acdm,14,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-39,5,38,United-States,<=50K
808,18,Never-worked,178269,Masters,10,Widowed,Exec-managerial,Not-in-family,White,Male,-121,6,47,Puerto-Rico,<=50K
809,24,Self-emp-not-inc,300427,9th,10,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Female,-831,1,40,United-States,>50K
810,31,Private,9364,Bachelors,9,Never-married,Prof-specialty,Not-in-family,White,Male,-128,4,40,United-States,<=50K
811,44,Self-emp-inc,154947,HS-grad,11,Divorced,Craft-repair,Unmarried,White,Female,-101,-3,38,United-States,<=50K
812,67,Federal-gov,231787,7th-8th,7,Married-civ-spouse,Tech-support,Not-in-family,Asian-Pac-Islander,Male,-109,-2,52,El-Salvador,>50K
813,27,Private,283295,11th,13,Married-spouse-absent,Other-service,Husband,Black,Male,-125,4,62,United-States,>50K
814,46,State-gov,229072,HS-grad,10,Married-civ-spouse,Transport-moving,Husband,White,Male,-93,4,40,United-States,<=50K
815,42,?,146257,HS-grad,10,Married-civ-spouse,Transport-moving,Not-in-family,Asian-Pac-Islander,Female,-30,5,40,Laos,<=50K
816,69,Private,130003,7th-8th,14,Married-civ-spouse,Craft-repair,Own-child,White,Male,-106,7,40,United-States,>50K
817,62,Private,211848,HS-grad,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-143,3,40,United-States,<=50K
818,45,Private,172099,HS-grad,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-62,-1,23,United-States,>50K
819,89,Private,114473,Some-college,10,Married-civ-spouse,?,Unmarried,Black,Female,2023,-1,50,United-States,<=50K
820,18,?,262365,Some-college,9,Widowed,Transport-moving,Unmarried,White,Male,-70,7,23,United-States,<=50K
821,41,Self-emp-inc,250976,HS-grad,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,-100,-2,51,United-States,>50K
822,47,State-gov,174484,Bachelors,14,Married-civ-spouse,Adm-clerical,Other-relative,Black,Male,-120,7,75,United-States,<=50K
823,16,Federal-gov,195683,Assoc-acdm,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,-126,3,40,United-States,<=50K
824,37,Private,331316,HS-grad,10,Never-married,Craft-repair,Unmarried,White,Female,-51,7,40,United-States,<=50K
825,34,?,156682,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-99,1,60,United-States,<=50K
826,32,Self-emp-not-inc,335005,HS-grad,10,Married-AF-spouse,Protective-serv,Not-in-family,White,Male,14824,-1,23,Germany,<=50K
827,30,Private,210993,HS-grad,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,12968,5,36,United-States,>50K
828,64,Self-emp-not-inc,165563,Assoc-acdm,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-123,5,40,United-States,<=50K
829,40,Private,59141,HS-grad,11,Never-married,?,Husband,White,Male,-104,-3,45,United-States,>50K
830,49,Private,339986,7th-8th,9,Married-civ-spouse,Tech-support,Husband,Amer-Indian-Eskimo,Female,-119,0,33,United-States,>50K
831,59,Federal-gov,248499,Prof-school,16,Married-civ-spouse,Priv-house-serv,Husband,White,Female,-170,5,40,United-States,<=50K
832,20,Private,273683,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,-95,6,40,Ireland,>50K
833,31,Self-emp-not-inc,59778,7th-8th,9,Never-married,Craft-repair,Wife,White,Male,20,2,40,Dominican-Republic,>50K
834,48,Private,226894,HS-grad,11,Separated,Machine-op-inspct,Own-child,White,Male,-152,4,14,United-States,<=50K
835,41,Private,390586,HS-grad,10,Widowed,Prof-specialty,Husband,White,Male,-150,3,61,United-States,<=50K
836,40,Private,247046,Bachelors,17,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-164,7,18,United-States,<=50K
837,26,Private,256944,Masters,10,Married-spouse-absent,Sales,Not-in-family,White,Male,-105,6,39,United-States,<=50K
838,56,Private,63821,Some-college,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-206,1,40,United-States,<=50K
839,71,Private,218915,Bachelors,7,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-150,5,40,Mexico,>50K
840,30,Private,402084,HS-grad,8,Married-civ-spouse,Sales,Not-in-family,White,Male,-71,-4,30,United-States,<=50K
841,40,Local-gov,60945,12th,13,Divorced,Adm-clerical,Not-in-family,White,Male,-85,5,51,United-States,<=50K
842,44,Private,171795,Some-college,9,Married-civ-spouse,Other-service,Not-in-family,White,Female,-99,0,57,United-States,<=50K
843,35,?,211747,Masters,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-694,4,41,United-States,<=50K
844,43,Private,43645,Bachelors,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,12,1,40,United-States,<=50K
845,25,Private,50085,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,-47,2,40,United-States,<=50K
846,29,Private,266225,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,White,Male,-135,5,41,United-States,<=50K
847,18,Private,217736,12th,9,Married-civ-spouse,Prof-specialty,Own-child,Black,Male,15506,5,65,United-States,>50K
848,47,Self-emp-not-inc,41778,Masters,7,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,-127,3,28,United-States,>50K
849,37,Private,260127,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,-122,-3,64,United-States,<=50K
850,21,Private,154251,HS-grad,10,Never-married,Exec-managerial,Wife,Asian-Pac-Islander,Male,-120,2,40,United-States,<=50K
851,26,Private,134399,Some-college,5,Divorced,Other-service,Unmarried,Black,Male,-54,-3,51,United-States,<=50K
852,18,Local-gov,54719,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Own-child,White,Male,-57,4,40,Mexico,<=50K
853,92,Local-gov,181551,HS-grad,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,-151,6,40,United-States,<=50K
854,38,Private,137100,9th,14,Never-married,?,Husband,Other,Female,-47,-2,40,United-States,>50K
855,26,Private,213438,HS-grad,15,Married-civ-spouse,Adm-clerical,Husband,White,Female,-94,2,37,United-States,<=50K
856,42,Private,227381,Assoc-acdm,13,Married-civ-spouse,Prof-specialty,Not-in-family,Black,Male,46,4,44,United-States,>50K
857,19,State-gov,185844,Masters,8,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,-161,3,50,United-States,>50K
858,46,Private,275491,10th,14,Married-civ-spouse,?,Husband,White,Male,-128,3,69,United-States,>50K
859,52,?,43346,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,6964,1,40,United-States,<=50K
860,30,Local-gov,252266,Masters,10,Married-civ-spouse,?,Not-in-family,White,Male,-81,2,40,United-States,<=50K
861,34,Federal-gov,223314,HS-grad,11,Married-civ-spouse,?,Not-in-family,White,Male,-84,6,40,United-States,<=50K
862,43,Private,416648,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,9,-6,40,United-States,<=50K
863,53,Private,183861,HS-grad,16,Never-married,Other-service,Own-child,White,Female,-84,4,34,South,>50K
864,61,Federal-gov,118331,Some-college,7,Married-civ-spouse,Tech-support,Not-in-family,White,Male,2,-3,40,United-States,>50K
865,91,Self-emp-not-inc,229617,Some-college,14,Married-civ-spouse,Prof-specialty,Own-child,White,Male,-67,5,40,United-States,>50K
866,55,Private,267439,Some-college,10,Never-married,Machine-op-inspct,Husband,White,Male,16,-1,22,United-States,<=50K
867,60,Self-emp-not-inc,100640,HS-grad,6,Married-civ-spouse,Tech-support,Husband,Other,Female,-154,3,9,Ireland,>50K
868,32,Local-gov,146762,Some-college,8,Married-civ-spouse,Sales,Husband,White,Male,13,-5,40,United-States,<=50K
869,65,Self-emp-not-inc,207789,Some-college,9,Married-civ-spouse,Craft-repair,Own-child,White,Male,-56,5,65,United-States,<=50K
870,54,Federal-gov,150044,HS-grad,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,-119,8,40,Mexico,<=50K
871,44,Private,113212,HS-grad,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,355,2,54,United-States,<=50K
872,32,Private,417904,Some-college,9,Widowed,Adm-clerical,Own-child,White,Male,-146,7,36,United-States,>50K
873,38,Private,201557,Masters,9,Married-civ-spouse,Tech-support,Own-child,White,Female,-86,-2,47,United-States,>50K
874,39,Local-gov,263329,HS-grad,9,Married-civ-spouse,Adm-clerical,Unmarried,Black,Female,-83,-3,40,United-States,<=50K
875,30,Local-gov,146749,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,59,2,40,?,<=50K
876,35,Private,198998,Assoc-voc,9,Married-civ-spouse,?,Own-child,White,Male,-146,1,50,United-States,>50K
877,76,Federal-gov,617076,Masters,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,12953,-1,60,United-States,>50K
878,36,Self-emp-not-inc,172963,Bachelors,14,Widowed,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,-70,6,31,United-States,>50K
879,36,?,73323,HS-grad,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,-42,4,23,United-States,<=50K
880,43,Private,124206,HS-grad,10,Widowed,Prof-specialty,Not-in-family,White,Male,-115,6,40,United-States,<=50K
881,30,Private,164802,10th,15,Married-civ-spouse,Other-service,Husband,White,Male,50,6,40,United-States,<=50K
882,56,Never-worked,137745,HS-grad,9,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,-110,8,50,United-States,<=50K
883,97,Federal-gov,67018,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-116,2,60,Holand-Netherlands,<=50K
884,31,Private,63331,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Male,-125,-5,40,United-States,>50K
885,31,Private,325896,11th,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,-5,-2,40,United-States,<=50K
886,56,Private,126210,HS-grad,4,Never-married,Prof-specialty,Unmarried,White,Male,-106,1,40,United-States,>50K
887,56,?,208491,7th-8th,10,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,-11,-3,40,United-States,<=50K
888,21,Federal-gov,268455,HS-grad,10,Married-civ-spouse,Tech-support,Husband,Black,Male,-79,4,40,United-States,>50K
889,27,Federal-gov,347257,HS-grad,14,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,5755,2,63,United-States,<=50K
890,20,?,277038,10th,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,12,4,22,United-States,<=50K
891,21,Private,190537,Prof-school,10,Married-civ-spouse,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,-100,5,67,United-States,<=50K
892,45,Private,389157,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Other,Male,-968,-2,40,United-States,>50K
893,26,Private,242587,11th,9,Separated,Exec-managerial,Other-relative,White,Male,-915,2272,68,United-States,>50K
894,45,Local-gov,123934,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,2582,-2,51,United-States,<=50K
